HLLHC_HMDY_NC_EL_FINAL	2	12
   1	EWK_MLL	5.500000000000e+02	3.025000000000e+05	1.400000000000e+04	4.753497912711e-04	8.935522910782e-07	3.181575292651e-06	6.693124412958e-01	7.130246869066e-06	1.500000000000e+00	
   2	EWK_MLL	6.500000000000e+02	4.225000000000e+05	1.400000000000e+04	2.262461666435e-04	6.166267357640e-07	1.514293741300e-06	6.693124412958e-01	3.393692499653e-06	1.500000000000e+00	
   3	EWK_MLL	7.750000000000e+02	6.006250000000e+05	1.400000000000e+04	1.010273029289e-04	3.323717762843e-07	6.761883076088e-07	6.693124412958e-01	1.515409543934e-06	1.500000000000e+00	
   4	EWK_MLL	9.250000000000e+02	8.556250000000e+05	1.400000000000e+04	4.431759891477e-05	2.222516935476e-07	2.966232032201e-07	6.693124412958e-01	6.647639837215e-07	1.500000000000e+00	
   5	EWK_MLL	1.100000000000e+03	1.210000000000e+06	1.400000000000e+04	1.900830377237e-05	1.256341288122e-07	1.272249420277e-07	6.693124412958e-01	2.851245565855e-07	1.500000000000e+00	
   6	EWK_MLL	1.300000000000e+03	1.690000000000e+06	1.400000000000e+04	7.918101509129e-06	8.075571876127e-08	9.848541209343e-08	1.243800827507e+00	1.187715226369e-07	1.500000000000e+00	
   7	EWK_MLL	1.500000000000e+03	2.250000000000e+06	1.400000000000e+04	3.728624782750e-06	5.607526603701e-08	4.637666590250e-08	1.243800827507e+00	5.592937174125e-08	1.500000000000e+00	
   8	EWK_MLL	1.700000000000e+03	2.890000000000e+06	1.400000000000e+04	1.745082998027e-06	3.746168332366e-08	2.170535677015e-08	1.243800827507e+00	2.617624497041e-08	1.500000000000e+00	
   9	EWK_MLL	1.950000000000e+03	3.802500000000e+06	1.400000000000e+04	7.835977958333e-07	2.044186044023e-08	9.746395868905e-09	1.243800827507e+00	1.175396693750e-08	1.500000000000e+00	
  10	EWK_MLL	2.250000000000e+03	5.062500000000e+06	1.400000000000e+04	3.359051483290e-07	1.381029927495e-08	7.678279127325e-09	2.285847408270e+00	5.038577224935e-09	1.500000000000e+00	
  11	EWK_MLL	2.650000000000e+03	7.022500000000e+06	1.400000000000e+04	1.161193545303e-07	6.298977108398e-09	2.654311256032e-09	2.285847408270e+00	1.741790317955e-09	1.500000000000e+00	
  12	EWK_MLL	3.950000000000e+03	1.560250000000e+07	1.400000000000e+04	1.050813638336e-08	9.067208539184e-10	2.401999631766e-10	2.285847408270e+00	1.576220457505e-10	1.500000000000e+00	
