HLLHC_HMDY_NC_MU_FINAL	2	12
   1	EWK_MLL	5.500000000000e+02	3.025000000000e+05	1.400000000000e+04	4.729701400683e-04	8.890790740426e-07	3.184631830129e-06	6.733261913043e-01	7.094552101025e-06	1.500000000000e+00	
   2	EWK_MLL	6.500000000000e+02	4.225000000000e+05	1.400000000000e+04	2.220859993908e-04	6.052883321510e-07	1.495363201118e-06	6.733261913043e-01	3.331289990862e-06	1.500000000000e+00	
   3	EWK_MLL	7.750000000000e+02	6.006250000000e+05	1.400000000000e+04	1.032798201605e-04	3.397823784845e-07	6.954100794725e-07	6.733261913043e-01	1.549197302407e-06	1.500000000000e+00	
   4	EWK_MLL	9.250000000000e+02	8.556250000000e+05	1.400000000000e+04	4.471431182648e-05	2.242411992663e-07	3.010731727892e-07	6.733261913043e-01	6.707146773972e-07	1.500000000000e+00	
   5	EWK_MLL	1.100000000000e+03	1.210000000000e+06	1.400000000000e+04	1.912673827164e-05	1.264169138158e-07	1.287853383252e-07	6.733261913043e-01	2.869010740746e-07	1.500000000000e+00	
   6	EWK_MLL	1.300000000000e+03	1.690000000000e+06	1.400000000000e+04	7.862244629689e-06	8.018604149181e-08	9.803263563468e-08	1.246878471124e+00	1.179336694453e-07	1.500000000000e+00	
   7	EWK_MLL	1.500000000000e+03	2.250000000000e+06	1.400000000000e+04	3.655603746862e-06	5.497709331857e-08	4.558093610922e-08	1.246878471124e+00	5.483405620293e-08	1.500000000000e+00	
   8	EWK_MLL	1.700000000000e+03	2.890000000000e+06	1.400000000000e+04	1.888261472006e-06	4.053529452555e-08	2.354432577297e-08	1.246878471124e+00	2.832392208009e-08	1.500000000000e+00	
   9	EWK_MLL	1.950000000000e+03	3.802500000000e+06	1.400000000000e+04	8.357444555946e-07	2.180221998556e-08	1.042071769042e-08	1.246878471124e+00	1.253616683392e-08	1.500000000000e+00	
  10	EWK_MLL	2.250000000000e+03	5.062500000000e+06	1.400000000000e+04	3.279280941228e-07	1.348233316170e-08	7.485685898516e-09	2.282721740734e+00	4.918921411842e-09	1.500000000000e+00	
  11	EWK_MLL	2.650000000000e+03	7.022500000000e+06	1.400000000000e+04	1.204221061804e-07	6.532382936880e-09	2.748901598430e-09	2.282721740734e+00	1.806331592706e-09	1.500000000000e+00	
  12	EWK_MLL	3.950000000000e+03	1.560250000000e+07	1.400000000000e+04	1.017903066849e-08	8.783231434270e-10	2.323589460656e-10	2.282721740734e+00	1.526854600274e-10	1.500000000000e+00	
